StoreID,StoreName,Category,City,OpeningDate
779,Naturalmente Shopping,Vegetariano,Santa Izabel do Pará,2023-08-31
780,Lanche Rápido Avenida,Comida Brasileira,Pilão Arcado,2021-10-21
781,Espeto do Chef Pátio,Pizza,São Sebastião do Paraíso,2023-03-12
782,Cantina do Nonno Shopping Cidade,Churrasco,Campina Verde,2022-02-02
783,Cozinha Viva EIRELI Shopping Cidade,Churrasco,Araporã,2025-10-29
784,Estação Gourmet Avenida Galeria,Vegetariano,Cláudia,2024-08-15
785,Sabor & Companhia Shopping Avenida,Burgers,Inajá,2023-01-01
786,Sabor Perfeito EIRELI Avenida,Comida Brasileira,Iraquara,2025-07-11
787,Trigo & Sabor Avenida,Pizza,Figueirópolis D'Oeste,2024-04-25
788,Forno Dourado Lagoa,Comida Brasileira,Floresta Azul,2024-11-29
789,Sushi House Belvedere,Vegetariano,Igaporã,2024-11-05
790,Forno & Fogo EIRELI Shopping,Churrasco,Santa Rita do Pardo,2023-08-11
791,Panela & Arte ME Shopping Avenida,Churrasco,Jaboti,2024-09-23
792,Paulinho Burguer Lagoa,Sobremesas,Maria da Fé,2023-09-05
793,Nego Burguer Shopping Cidade,Churrasco,Castro,2025-12-01
794,Juca Burguer Pátio,Churrasco,Ferraz de Vasconcelos,2021-08-05
795,Essência do Prato EIRELI Shopping,Burgers,Ibirama,2021-12-04
796,Mesa Brasileira ME Shopping Avenida,Vegetariano,Doverlândia,2022-11-06
797,Cozinha Natural EIRELI Lagoa,Vegetariano,Canudos,2022-11-16
798,Nando Burguer Belvedere,Comida Brasileira,Leopoldo de Bulhões,2023-05-02
799,Prato do Chef ME Shopping Cidade,Churrasco,Itapipoca,2021-10-09
800,Forno Mestre LTDA Avenida,Burgers,Guarda-Mor,2022-06-01
801,Canto do Peixe Shopping Avenida,Pizza,Alto Alegre,2023-02-14
802,Lanche Rápido Pátio,Burgers,Luislândia,2022-07-24
803,Pizza & Cia Lagoa,Churrasco,Nova Ipixuna,2025-10-10
804,Casa da Receita LTDA Shopping Cidade,Sushi,Marau,2021-09-20
805,La Cucina Shopping Cidade,Comida Brasileira,Santa Maria do Pará,2022-05-31
806,Mucho Sabor Pátio,Sushi,Cerro Grande do Sul,2021-02-07
807,Bistrô Urbanu Avenida,Churrasco,Barbosa Ferraz,2024-07-22
808,Renan Burguer Lagoa,Comida Brasileira,Simão Dias,2024-11-29
809,Panela & Mesa LTDA Avenida,Churrasco,Itaguaçu,2025-01-28
810,Mesa Caseira LTDA Filial,Burgers,Pedro Laurentino,2023-07-23
811,Seu Chico Burguer Lagoa,Churrasco,Bossoroca,2021-05-11
812,Panela & Prosa LTDA Cidade,Sobremesas,Inocência,2023-01-19
813,Ponto do Prato ME Cidade,Churrasco,Turvânia,2023-07-14
814,Receitas & Sabores LTDA Shopping Cidade,Sushi,Tocantínia,2023-06-27
815,Ponto do Tempero ME Shopping,Pizza,Sapé,2024-12-10
816,Mesa Artesanal ME Filial,Sobremesas,São Vicente Ferrer,2021-09-08
817,Ponto do Tempero ME Shopping,Vegetariano,Itabira,2023-01-25
818,Ponto do Mata Fome Galeria,Churrasco,Brejo do Cruz,2023-05-01
819,Cantina Italiana Galeria,Burgers,Três Forquilhas,2022-10-06
820,Top Lanches Avenida,Pizza,Jacuípe,2024-09-11
821,Estação Gourmet Avenida Pátio,Pizza,São Francisco do Glória,2022-01-21
822,Cozinha do Campo LTDA Avenida,Pizza,Sarandi,2025-09-17
823,Essência do Prato EIRELI Lagoa,Pizza,Carmópolis,2022-12-29
824,Pizza do Chef Filial,Burgers,Axixá,2022-05-07
825,Bistrô Urb Pátio,Pizza,Francinópolis,2023-05-05
826,Zé Burguer Avenida,Comida Brasileira,Rio das Ostras,2022-04-16
827,Prato em Foco LTDA Shopping Avenida,Churrasco,Missão Velha,2021-09-08
828,Cozinha em Casa EIRELI Belvedere,Sushi,Boa Vista do Gurupi,2021-08-03
829,Prato Feito Pátio,Sushi,Campinas do Sul,2022-06-29
830,Beto Burguer Pátio,Pizza,Casa Branca,2023-09-12
831,El Sabor Cidade,Churrasco,Guaçuí,2025-12-03
832,Juca Burguer Belvedere,Pizza,Nova Floresta,2023-07-15
833,Sabor Elementar EIRELI Filial,Comida Brasileira,Vila Boa,2024-10-25
834,Prato Feito Lagoa,Sushi,Humaitá,2022-02-20
835,Sabor da Gente LTDA Cidade,Sushi,Acajutiba,2025-01-25
836,Sabor da Terra ME Shopping Avenida,Burgers,São Raimundo Nonato,2023-09-01
837,Tata Burguer Avenida,Pizza,Érico Cardoso,2024-07-03
838,Biel Burguer Belvedere,Sobremesas,Jandaia do Sul,2023-05-25
839,Sabor da Vila Shopping Avenida,Burgers,Taipu,2025-05-03
840,Sabor Autêntico EIRELI Shopping,Comida Brasileira,Joviânia,2025-09-03
841,Sabor Tradicional EIRELI Avenida,Churrasco,Tarabai,2025-04-13
842,Sabor da Praça Shopping Cidade,Comida Brasileira,Wenceslau Guimarães,2024-10-21
843,Quintal do Sabor LTDA Filial,Comida Brasileira,Congonhas,2021-10-06
844,Prato Popular ME Shopping Cidade,Sushi,Ferros,2021-06-02
845,Mesa Generosa LTDA Shopping Cidade,Sobremesas,Itaquitinga,2024-10-03
846,Mesa & Receita LTDA Cidade,Sobremesas,Angatuba,2023-10-28
847,Sabor em Casa LTDA Lagoa,Sushi,Aperibé,2023-03-18
848,Sushi House Belvedere,Sushi,Miguel Calmon,2021-04-20
849,Ponto do Tempero ME Pátio,Vegetariano,Tamarana,2021-11-09
850,Ponto do Lanche do Zé Galeria,Comida Brasileira,Nova Aliança,2023-01-11
851,Burger Grill Galeria,Sobremesas,Monte Belo do Sul,2025-12-22
852,Tata Burguer Filial,Pizza,Palhano,2026-01-28
853,Ponto da Panela ME Avenida,Churrasco,Serra Caiada,2021-04-04
854,Sushi House Galeria,Pizza,Dona Euzébia,2023-05-17
855,Cozinha & Panela EIRELI Galeria,Pizza,Ituberá,2025-12-25
856,Café Urbano Lagoa,Sushi,Cupira,2021-06-03
857,Cozinha Raiz Urbana ME Avenida,Churrasco,Olho d'Água,2022-07-28
858,Chef em Casa Filial,Comida Brasileira,Bom Jesus do Amparo,2025-01-30
859,Sabor Elementar EIRELI Cidade,Sobremesas,Nicolau Vergueiro,2025-06-30
860,Dinho Burguer Shopping,Sobremesas,Aparecida d'Oeste,2024-11-03
861,Sushi House Shopping,Comida Brasileira,Piritiba,2023-06-13
862,Sushi Prime Galeria,Churrasco,Jandira,2022-08-16
863,Enzo Burguer Shopping Cidade,Comida Brasileira,Madre de Deus de Minas,2026-01-22
864,Toque Caseiro ME Shopping Cidade,Sobremesas,São Francisco do Piauí,2024-10-15
865,Sabor Cotidiano ME Pátio,Burgers,Porto Xavier,2025-04-06
866,Sabor Brasil Avenida Shopping,Comida Brasileira,Japurá,2021-11-09
867,Zeca Burguer Galeria,Comida Brasileira,Cambuquira,2025-01-29
868,Sushi Fusion Galeria,Burgers,Francisco Ayres,2024-01-16
869,Renan Burguer Filial,Burgers,São Pedro do Ivaí,2024-07-21
870,Mesa Brasileira ME Belvedere,Pizza,Campo do Meio,2023-12-01
871,Essência da Mesa EIRELI Lagoa,Pizza,Paial,2023-10-24
872,Mesa Artesanal ME Galeria,Pizza,Chupinguaia,2021-12-20
873,Sabor Natural Lagoa,Pizza,Itupiranga,2022-06-13
874,Toque Brasileiro ME Galeria,Sobremesas,Fênix,2023-11-20
875,Mesa Brasileira Raiz LTDA Pátio,Sobremesas,Buritis,2024-07-31
876,Bistrô Urbanu Belvedere,Sushi,Jordão,2025-04-18
877,Cozinha da Vila Belvedere,Comida Brasileira,Bacurituba,2023-07-14
878,Doce Tentação Shopping Cidade,Comida Brasileira,Nova Ponte,2024-06-27
879,Dinho Burguer Galeria,Churrasco,Berilo,2025-10-05
880,La Cucina Filial,Comida Brasileira,Aragoiânia,2021-05-24
881,Essência Gourmet ME Pátio,Vegetariano,Rio Azul,2024-12-13
882,Samuel Burguer Lagoa,Sushi,Fernandes Pinheiro,2021-10-30
883,Sabor Artesão ME Avenida,Burgers,Guaraciaba,2023-10-04
884,Panela & Arte ME Galeria,Churrasco,Porto,2023-03-25
885,Prato da Vila EIRELI Cidade,Churrasco,São João,2023-10-31
886,Sabor Autêntico EIRELI Shopping Avenida,Pizza,Barra do Corda,2022-01-25
887,Sabor Intenso EIRELI Pátio,Sushi,Codajás,2024-07-08
888,Mamma Mia Pizza Filial,Sushi,Cacique Doble,2025-06-16
889,Arte do Prato EIRELI Galeria,Comida Brasileira,Japira,2021-02-02
890,Panela & Mesa LTDA Avenida,Sobremesas,David Canabarro,2025-09-11
891,Tempero Caseiro 2 Avenida,Churrasco,Jussari,2025-01-04
892,Toque do Chef ME Cidade,Sobremesas,Palmeiras de Goiás,2024-08-05
893,La Fiesta Food Filial,Comida Brasileira,Dona Emma,2021-07-17
894,Dudu Burguer Galeria,Sushi,Itaporanga,2022-09-04
895,Raízes da Cozinha ME Belvedere,Churrasco,Taquaritinga do Norte,2025-06-28
896,Sabor Natural da Casa ME Cidade,Vegetariano,Marechal Deodoro,2024-02-28
897,Sabor Oriental Lagoa,Pizza,Marmeleiro,2025-04-27
898,Essencial Gourmet EIRELI Galeria,Pizza,Presidente Tancredo Neves,2024-11-03
899,Panela & Arte ME Filial,Comida Brasileira,Junqueirópolis,2021-07-09
900,Lanche Rápido Shopping Cidade,Comida Brasileira,Cunhataí,2022-10-24
901,Sabor Completo LTDA Belvedere,Sobremesas,Nova Nazaré,2023-05-09
902,Sabor do Bairro LTDA Pátio,Vegetariano,Vereda,2025-10-02
903,Bruno Burguer Filial,Vegetariano,Nova União,2022-03-13
904,Delícias Express Avenida,Comida Brasileira,Nhamundá,2023-07-13
905,Cozinha do Sítio EIRELI Shopping Cidade,Churrasco,São Braz do Piauí,2024-10-22
906,Cozinha do Dia EIRELI Shopping Cidade,Burgers,Candiba,2025-03-15
907,Taco & Salsa Pátio,Churrasco,Guajeru,2022-02-11
908,Mateus Burguer Lagoa,Churrasco,Vitor Meireles,2021-04-29
909,Food Corner Shopping Avenida,Comida Brasileira,Itápolis,2023-02-12
910,Zeca Burguer Lagoa,Comida Brasileira,Pombal,2022-06-06
911,Canto do Peixe Filial,Comida Brasileira,Jatobá do Piauí,2023-09-22
912,Chef em Casa Filial,Vegetariano,Tabuleiro do Norte,2025-10-07
913,Sabor na Brasa EIRELI Avenida,Churrasco,Nova Canaã,2021-03-13
914,Panela & Arte ME Filial,Vegetariano,Januária,2025-10-11
915,Panela Cheia LTDA Galeria,Churrasco,Iturama,2024-07-20
916,Urban Burger Shopping Cidade,Burgers,Vargem,2021-11-15
917,Mesa Criativa LTDA Pátio,Burgers,Patrocínio,2022-12-29
918,Ronaldo Burguer Avenida,Pizza,Varzedo,2022-01-17
919,Café Urbano Galeria,Sobremesas,Manoel Viana,2025-01-02
920,Sabor Elementar ME Shopping,Burgers,Herculândia,2022-01-29
921,El Sabor Shopping,Churrasco,Jacuizinho,2022-05-23
922,Lanchonete Central Shopping,Churrasco,Nova Palmeira,2025-04-27
923,Cozinha de Origem EIRELI Cidade,Sobremesas,Valentim Gentil,2023-07-25
924,Quintal do Sabor LTDA Shopping Cidade,Burgers,São José dos Basílios,2025-05-30
925,Mesa Brasileira ME Lagoa,Comida Brasileira,Guapimirim,2023-05-29
926,Cozinha do Dia a Dia EIRELI Avenida,Pizza,Guarujá do Sul,2024-08-12
927,Mesa Farta Filial,Burgers,Jaramataia,2025-03-09
928,Enzo Burguer Belvedere,Sushi,Palestina do Pará,2025-02-05
929,Cozinha Raiz Urbana ME Shopping Cidade,Burgers,Arujá,2023-02-26
930,Cozinha Essencial EIRELI Belvedere,Sushi,Diamante D'Oeste,2024-12-19
931,Grill Master Avenida,Sushi,Caxambu,2025-10-08
932,Mesa & Companhia EIRELI Filial,Sobremesas,Imaculada,2022-04-24
933,Mesa Plena ME Lagoa,Burgers,Bom Despacho,2024-05-05
934,Cozinha do Quintal EIRELI Galeria,Comida Brasileira,Paraíba do Sul,2022-09-14
935,Doce & Salgado Shopping Cidade,Vegetariano,Pedra do Anta,2025-05-28
936,Açúcar & Afeto Avenida,Comida Brasileira,Fernando Prestes,2022-03-30
937,Cozinha Central ME Shopping Cidade,Pizza,Pedregulho,2021-09-03
938,Forno a Lenha Filial,Burgers,Rio Branco do Ivaí,2023-06-07
939,Mesa Brasileira Raiz LTDA Avenida,Comida Brasileira,Chaval,2024-08-11
940,Murilo Burguer Avenida,Sobremesas,Paracuru,2023-12-21
941,Pão Quente Galeria,Vegetariano,Machadinho,2025-05-26
942,Tio João Burguer Galeria,Comida Brasileira,Mirabela,2023-05-10
943,Mesa Brasileira Raiz LTDA Pátio,Vegetariano,Chapada de Areia,2021-02-06
944,Cozinha da Vila Pátio,Vegetariano,Carmo de Minas,2023-06-27
945,Mar & Sabor Shopping Cidade,Vegetariano,Manoel Ribas,2023-08-15
946,Igor Burguer Avenida,Vegetariano,Franciscópolis,2026-01-27
947,Murilo Burguer Shopping Avenida,Comida Brasileira,Fronteiras,2026-01-05
948,Cozinha do Prato EIRELI Filial,Sushi,Bom Jesus da Serra,2025-03-31
949,Prato do Chef ME Avenida,Vegetariano,Tabocas do Brejo Velho,2022-05-06
950,Sabor Oriental Avenida,Comida Brasileira,Lençóis,2024-11-17
951,Cozinha Raiz LTDA Shopping Avenida,Pizza,Santana do Paraíso,2025-08-30
952,Sushi Prime Cidade,Sushi,Penaforte,2025-03-14
953,Bistrô Central Cidade,Comida Brasileira,Itauçu,2024-01-07
954,Diego Burguer Shopping,Pizza,Cássia dos Coqueiros,2023-11-28
955,Sabor Tradicional EIRELI Shopping Avenida,Burgers,Lupércio,2025-10-10
956,Tempero Caseiro 2 Lagoa,Sobremesas,Figueirópolis,2025-09-14
957,Cozinha & Panela EIRELI Pátio,Burgers,Farroupilha,2024-04-15
958,Alex Burguer Lagoa,Sushi,Boa Nova,2024-12-14
959,Rafa Burguer Belvedere,Pizza,Muitos Capões,2023-10-26
960,Mauro Burguer Lagoa,Pizza,Dores do Indaiá,2022-09-08
961,Grill Master Cidade,Sobremesas,Bom Jesus da Lapa,2023-02-10
962,Padaria Gourmet Lagoa,Burgers,Cascavel,2025-12-11
963,Ponto do Prato ME Lagoa,Sushi,Santa Maria do Salto,2024-05-03
964,Cozinha da Praça EIRELI Shopping,Vegetariano,Água Santa,2023-01-25
965,Arte na Cozinha EIRELI Shopping Avenida,Sobremesas,Viradouro,2024-07-29
966,Hora do Lanche Galeria,Pizza,Pedrinhas Paulista,2021-06-14
967,Panela Cheia LTDA Galeria,Pizza,Tupanciretã,2023-10-15
968,Essência da Mesa EIRELI Avenida,Churrasco,Igaraçu do Tietê,2025-02-07
969,Essencial Gourmet EIRELI Shopping Cidade,Comida Brasileira,Matina,2024-04-28
970,Sabor & Mesa ME Filial,Pizza,Tupi Paulista,2024-05-13
971,Panela Cheia LTDA Shopping,Sushi,São Pedro dos Ferros,2022-05-17
972,Sabor & Companhia LTDA Filial,Sushi,Belford Roxo,2025-04-17
973,Thiago Burguer Lagoa,Burgers,São Miguel do Tocantins,2021-05-25
974,Gui Burguer Avenida,Burgers,Carrancas,2022-02-26
975,Pastel Express Cidade,Pizza,Tejuçuoca,2025-05-09
976,Chico Burguer Belvedere,Sobremesas,Sítio do Quinto,2023-11-27
977,Forno Mestre LTDA Shopping,Sushi,Marabá,2021-12-07
978,Pão & Prosa Galeria,Sushi,Coreaú,2024-10-28
979,Sabor do Bairro LTDA Shopping,Comida Brasileira,Sucupira do Norte,2021-12-05
980,Pão & Prosa Lagoa,Churrasco,Santa Maria,2025-07-22
981,Sabor da Terra ME Lagoa,Comida Brasileira,Caém,2024-12-19
982,Cozinha do Sítio EIRELI Pátio,Comida Brasileira,Campos Altos,2021-03-18
983,Toque Brasileiro ME Cidade,Sobremesas,Lagoa Bonita do Sul,2022-04-22
984,Pastelaria Central Belvedere,Churrasco,Santa Rita do Itueto,2024-07-26
985,Cozinha & Brasa EIRELI Lagoa,Churrasco,Boa Vista do Sul,2022-05-24
986,Tata Burguer Shopping,Vegetariano,Jussiape,2021-09-19
987,Sabor Autêntico EIRELI Cidade,Pizza,Coribe,2025-01-27
988,Pizzaria Bella Massa Pátio,Pizza,Claro dos Poções,2023-05-03
989,Mesa de Sabores LTDA Shopping Avenida,Comida Brasileira,Palmópolis,2023-12-17
990,Essência do Prato EIRELI Pátio,Vegetariano,Arvorezinha,2024-06-17
991,Sabor da Gente LTDA Cidade,Sobremesas,São João do Manhuaçu,2021-10-06
992,Comida Caseira Belvedere,Vegetariano,Monte Sião,2023-11-16
993,Ponto Gourmet Pátio,Pizza,Porto Esperidião,2025-08-14
994,Sabor Completo LTDA Belvedere,Pizza,Lagoa Dourada,2024-04-24
995,Sabor Completo LTDA Cidade,Comida Brasileira,Torres,2023-10-10
996,Sabor Diário LTDA Cidade,Sobremesas,Itaipulândia,2025-03-26
997,Cozinha de Raiz EIRELI Shopping Cidade,Sobremesas,Itatiba,2025-09-06
998,Leve Sabor Galeria,Sushi,Itaipulândia,2021-05-21
999,Mesa & Receita LTDA Pátio,Burgers,Muniz Ferreira,2021-08-30
1000,Grill Master Belvedere,Churrasco,Matutina,2023-01-29
1001,Cozinha & Brasa EIRELI Lagoa,Churrasco,Lorena,2023-07-11
1002,Sabor Rústico ME Pátio,Vegetariano,Mandaguari,2023-01-06
1003,Taco & Salsa Avenida,Pizza,Pontal do Araguaia,2021-11-06
1004,Pastel Express Belvedere,Comida Brasileira,Coronel Fabriciano,2024-10-09
1005,Ponto do Tempero ME Galeria,Burgers,São Miguel dos Milagres,2021-12-01
1006,Cozinha Raiz Brasileira EIRELI Galeria,Pizza,Igarapé Grande,2021-12-08
1007,Hora do Lanche Shopping,Vegetariano,Trindade,2024-11-08
1008,Sabor Elementar ME Belvedere,Churrasco,Ribeirópolis,2022-06-30
1009,Sabor Consciente LTDA Cidade,Burgers,Alto Paraná,2023-08-18
1010,Sushi Way Cidade,Vegetariano,Itaú de Minas,2021-04-29
1011,Lanche Rápido Galeria,Sushi,Muzambinho,2021-06-21
1012,Sabor Cotidiano ME Shopping Cidade,Vegetariano,Campos Altos,2023-11-03
1013,Cozinha da Gente ME Avenida,Burgers,Flor da Serra do Sul,2021-07-23
1014,Sabor da Terra ME Avenida,Churrasco,Igrejinha,2023-07-30
1015,Essência Gourmet ME Shopping Avenida,Pizza,Santa Salete,2024-02-17
1016,Panela Cheia LTDA Avenida,Burgers,Juarina,2024-04-08
1017,Canto Gourmet EIRELI Shopping Avenida,Vegetariano,Macururé,2024-09-29
1018,Ronaldo Burguer Shopping Avenida,Burgers,Pavussu,2022-04-27
1019,Cozinha Raiz LTDA Shopping Cidade,Comida Brasileira,Sento Sé,2023-02-27
1020,Sabor Elementar ME Shopping Cidade,Sushi,Glória,2025-08-07
1021,Sabor da Vila LTDA Shopping Avenida,Vegetariano,Belo Campo,2024-08-02
1022,Ronaldo Burguer Lagoa,Burgers,Pratápolis,2025-11-23
1023,Ponto do Lanche do Zé Galeria,Sushi,Ecoporanga,2022-08-12
1024,Tradição na Mesa LTDA Filial,Vegetariano,Maçambará,2022-07-12
1025,Sabor Tradicional EIRELI Shopping Avenida,Burgers,São José do Bonfim,2022-07-27
1026,Noah Burguer Cidade,Burgers,Mirinzal,2021-10-02
1027,Sabor Cotidiano ME Pátio,Churrasco,Ewbank da Câmara,2024-05-02
1028,Mané Burguer Cidade,Vegetariano,Assis,2023-02-17
1029,Cozinha Raiz Urbana ME Avenida,Vegetariano,Jaraguá do Sul,2025-04-25
1030,Sabor & Tradição LTDA Shopping Avenida,Burgers,Oliveira Fortes,2026-01-15
1031,Prato & Panela ME Avenida,Pizza,Poá,2022-04-19
1032,Léo Burguer Cidade,Sushi,Alto Boa Vista,2023-01-21
1033,Prato Feito Shopping,Pizza,Varginha,2025-01-01
1034,Bistrô Urb Lagoa,Vegetariano,Santana da Vargem,2023-03-30
1035,Sabor do Bairro LTDA Belvedere,Sobremesas,Ferreira Gomes,2024-12-27
1036,Oriente Express Belvedere,Pizza,Santa Tereza,2023-04-03
1037,Maré Cheia Belvedere,Burgers,Santa Terezinha de Goiás,2021-02-28
1038,Sabor Consciente LTDA Shopping Avenida,Sobremesas,Cerro Azul,2025-01-14
1039,Cozinha do Campo LTDA Cidade,Sushi,Auriflama,2023-07-12
1040,Lanche Rápido Shopping Cidade,Pizza,Casimiro de Abreu,2025-09-24
1041,Food Station Shopping Cidade,Vegetariano,Conceição de Macabu,2022-06-04
1042,Canto do Prato LTDA Lagoa,Comida Brasileira,Monte Alto,2021-09-16
1043,Prato Popular ME Belvedere,Comida Brasileira,Poção,2024-11-02
1044,Sabor do Bairro LTDA Avenida,Sobremesas,Lavras,2024-01-08
1045,Panela Moderna LTDA Shopping Cidade,Pizza,Inhacorá,2026-01-29
1046,Mistura Boa LTDA Shopping Cidade,Comida Brasileira,Italva,2023-08-17
1047,Cozinha Criativa LTDA Pátio,Comida Brasileira,São Sebastião do Umbuzeiro,2024-09-09
1048,Prato & Fogo LTDA Shopping,Comida Brasileira,Miranda do Norte,2023-03-18
1049,Gui Burguer Pátio,Churrasco,Rio Paranaíba,2024-12-19
1050,Cozinha Raiz Brasileira EIRELI Pátio,Burgers,Manga,2023-08-26
1051,Tio João Burguer Pátio,Burgers,Santo Antônio do Amparo,2022-10-10
1052,Tonho Burguer Shopping,Comida Brasileira,Jampruca,2024-05-09
1053,Sabor da Vila LTDA Galeria,Churrasco,Ubirajara,2025-03-11
1054,Cozinha Raiz Urbana ME Galeria,Burgers,Herval,2021-12-27
1055,Panela do Chef LTDA Pátio,Vegetariano,Alto Paraíso de Goiás,2023-02-05
1056,Tonho Burguer Filial,Sobremesas,Dom Viçoso,2024-04-28
1057,Sabor do Forno ME Belvedere,Pizza,Alfredo Marcondes,2025-12-11
1058,Receitas & Sabores LTDA Galeria,Sushi,Santana do Cariri,2024-02-19
1059,Top Lanches Pátio,Churrasco,Anori,2025-12-20
1060,Sushi Prime Pátio,Sobremesas,Álvaro de Carvalho,2023-08-07
1061,Cozinha da Vila Galeria,Comida Brasileira,Joaquim Távora,2023-08-05
1062,Sabor em Movimento LTDA Pátio,Churrasco,Alvorada do Norte,2021-04-08
1063,Cozinha Raiz Urbana ME Shopping,Sushi,Cantagalo,2024-06-12
1064,Sabor do Mar Shopping Cidade,Churrasco,Zabelê,2023-06-01
1065,Marcos Burguer Shopping Cidade,Vegetariano,Remígio,2021-02-24
1066,Renan Burguer Avenida,Comida Brasileira,Santo Amaro das Brotas,2025-11-23
1067,Comida Caseira Shopping Avenida,Comida Brasileira,São Luis do Piauí,2021-07-01
1068,Juca Burguer Shopping,Sobremesas,Ecoporanga,2025-04-22
1069,Pizzaria Bella Massa Shopping Cidade,Vegetariano,Gado Bravo,2023-07-08
1070,Tio João Burguer Shopping,Burgers,Rio do Fogo,2023-01-14
1071,Pizza & Cia Filial,Sushi,Catiguá,2024-01-29
1072,Panela Crioula LTDA Galeria,Burgers,Ananás,2022-12-11
1073,Cozinha do Campo LTDA Filial,Pizza,Caraá,2022-09-12
1074,Lanche Rápido Cidade,Burgers,Dom Aquino,2023-03-19
1075,Sabor Rústico ME Avenida,Vegetariano,Restinga Sêca,2022-03-30
1076,Mesa Viva LTDA Lagoa,Vegetariano,Miranda do Norte,2021-11-27
1077,Panela Viva LTDA Shopping,Pizza,Petrolina de Goiás,2021-06-01
1078,Tonho Burguer Galeria,Sobremesas,Astorga,2023-09-16
1079,Zeca Burguer Cidade,Sushi,Engenheiro Coelho,2024-10-30
1080,Pastel & Cia Shopping Avenida,Pizza,Ibiraiaras,2021-05-13
1081,Seu Antônio Burguer Shopping Cidade,Churrasco,Cabreúva,2026-01-04
1082,Estação Gourmet Avenida Avenida,Churrasco,Marema,2024-03-08
1083,Sabor Tradicional EIRELI Avenida,Vegetariano,Anitápolis,2022-03-14
1084,Sabor Brasil Avenida Belvedere,Sushi,Cornélio Procópio,2021-11-06
1085,Mesa de Sabores LTDA Avenida,Pizza,Fazenda Nova,2023-08-04
1086,Chico Burguer Cidade,Vegetariano,Peixe,2023-11-11
1087,Sushi Prime II Pátio,Comida Brasileira,Dores do Turvo,2024-08-12
1088,Sabor Natural da Casa ME Shopping Avenida,Sushi,Caculé,2022-07-29
1089,Sapore Italiano Galeria,Vegetariano,São Tiago,2022-10-15
1090,Paulinho Burguer Lagoa,Vegetariano,Dom Pedro de Alcântara,2022-03-16
1091,Sabor do Forno ME Shopping Cidade,Sobremesas,Alto Paraguai,2025-09-01
1092,Cozinha de Origem EIRELI Avenida,Pizza,Bodoquena,2024-03-11
1093,Cozinha & Brasa EIRELI Lagoa,Pizza,Barra do Rio Azul,2025-08-06
1094,Renan Burguer Shopping,Burgers,Reduto,2025-05-08
1095,Fogão a Lenha Galeria,Comida Brasileira,Nova Aliança do Ivaí,2023-05-26
1096,Trigo & Sabor Lagoa,Burgers,Iracemápolis,2022-06-25
1097,João Burguer Avenida,Pizza,Tabocão,2023-04-08
1098,Tempero Bom de Minas Galeria,Comida Brasileira,Teresina de Goiás,2025-03-07
1099,Kadu Burguer Shopping Avenida,Pizza,Carnaíba,2023-08-04
1100,Naturalmente Avenida,Burgers,Garopaba,2023-12-18
1101,Arte do Prato EIRELI Belvedere,Vegetariano,Poção,2022-01-22
1102,Sabor da Terra ME Galeria,Churrasco,Ilha de Itamaracá,2025-01-24
1103,Mesa Farta Belvedere,Sobremesas,São Pedro do Iguaçu,2021-09-20
1104,Rei do Pastel Avenida,Vegetariano,Lagoa Alegre,2022-04-12
1105,Lanchonete Central Lagoa,Sobremesas,Formosa do Rio Preto,2022-12-31
1106,Forno da Vila EIRELI Shopping,Churrasco,Tanque Novo,2024-06-17
1107,Burger House Pátio,Sobremesas,Açailândia,2025-10-27
1108,Fogo & Lenha LTDA Shopping,Comida Brasileira,Sarzedo,2024-03-11
1109,Prato da Vila EIRELI Pátio,Churrasco,Nova Iguaçu,2021-11-06
1110,Raiz do Sabor EIRELI Pátio,Comida Brasileira,Cumbe,2024-06-08
1111,Espeto & Brasa Terrario Pátio,Burgers,Engenheiro Caldas,2021-03-14
1112,Quintal do Sabor LTDA Shopping,Sushi,Jiquiriçá,2023-05-01
1113,Burger Point Filial,Vegetariano,Itaperuna,2025-08-24
1114,Sabor & Companhia LTDA Pátio,Vegetariano,Schroeder,2022-02-17
1115,Pão & Prosa Belvedere,Comida Brasileira,Upanema,2024-12-12
1116,Prato do Chef ME Pátio,Vegetariano,Cajueiro da Praia,2024-03-20
1117,Taco & Salsa Pátio,Churrasco,Adamantina,2023-04-24
1118,Mesa Brasileira ME Shopping Avenida,Sushi,Aracaju,2026-01-20
1119,Seu Chico Burguer Shopping,Burgers,Macuco,2024-04-27
1120,Ponto Gourmet Lagoa,Comida Brasileira,Santana de Cataguases,2024-03-29
1121,Sabor Oriental Lagoa,Vegetariano,Rio Azul,2022-01-01
1122,Ponto do Tempero ME Belvedere,Burgers,Corumbaíba,2023-01-26
1123,Sabor Rústico ME Lagoa,Pizza,Cocalinho,2025-02-02
1124,Receita & Mesa ME Shopping,Comida Brasileira,Alcobaça,2021-04-17
1125,Gui Burguer Shopping Avenida,Vegetariano,Mantenópolis,2025-11-09
1126,Bistrô Central Shopping Cidade,Pizza,Bom Jardim,2023-11-15
1127,Prato da Vila EIRELI Shopping Cidade,Pizza,Victor Graeff,2022-12-18
1128,Raízes da Cozinha ME Filial,Sobremesas,São Miguel da Boa Vista,2021-08-14
1129,Cozinha do Bairro EIRELI Filial,Churrasco,Clevelândia,2025-01-11
1130,Burger Point Shopping Cidade,Churrasco,São Sepé,2023-08-26
1131,Cozinha & Brasa EIRELI Shopping,Burgers,Sant'Ana do Livramento,2024-07-21
